,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
3663,2016,10494.4738000481,NY.GDP.PCAP.PP.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3664,2017,10935.6317158256,NY.GDP.PCAP.PP.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3665,2018,11643.3973183439,NY.GDP.PCAP.PP.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3666,2019,12310.6273684591,NY.GDP.PCAP.PP.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3667,2020,12072.4399629246,NY.GDP.PCAP.PP.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3668,2021,12904.3350647553,NY.GDP.PCAP.PP.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3669,2016,15351.4494189563,NY.GDP.PCAP.PP.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
3670,2017,15883.3942548656,NY.GDP.PCAP.PP.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
3671,2018,15677.4298005466,NY.GDP.PCAP.PP.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
3672,2019,15532.5163612799,NY.GDP.PCAP.PP.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
3673,2020,15791.1595076543,NY.GDP.PCAP.PP.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
3674,2016,9428.6066207719,NY.GDP.PCAP.PP.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
3675,2017,10526.3709148753,NY.GDP.PCAP.PP.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
3676,2018,10808.2088306983,NY.GDP.PCAP.PP.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
3677,2019,11349.4021516555,NY.GDP.PCAP.PP.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
3678,2020,9954.3452632472,NY.GDP.PCAP.PP.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
3679,2021,10408.9438771786,NY.GDP.PCAP.PP.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
3680,2016,71498.6010072841,NY.GDP.PCAP.PP.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
3681,2017,77749.2019569363,NY.GDP.PCAP.PP.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
3682,2018,84555.6348017403,NY.GDP.PCAP.PP.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
3683,2019,87379.6929656668,NY.GDP.PCAP.PP.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
3684,2020,93350.0875336544,NY.GDP.PCAP.PP.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
3685,2021,106455.753025944,NY.GDP.PCAP.PP.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
3686,2016,37843.1946259033,NY.GDP.PCAP.PP.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
3687,2017,39121.2958325461,NY.GDP.PCAP.PP.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
3688,2018,39906.1246843388,NY.GDP.PCAP.PP.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
3689,2019,40004.0305112173,NY.GDP.PCAP.PP.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
3690,2020,39489.2807769984,NY.GDP.PCAP.PP.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
3691,2021,43721.6230389199,NY.GDP.PCAP.PP.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
3692,2016,39926.9546628592,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
3693,2017,41581.120790548,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
3694,2018,43036.2437770367,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
3695,2019,44376.1625028912,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
3696,2020,41987.8159630472,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
3697,2021,45935.9965539678,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
3698,2016,9194.1567392958,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
3699,2017,9600.1047458039,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
3700,2018,9967.4292082816,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
3701,2019,10189.6402034705,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
3702,2020,9240.8218693355,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
3703,2021,10025.9047946926,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
3704,2016,40596.9686628994,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
3705,2017,41444.2157443914,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
3706,2018,42116.4743457281,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
3707,2019,42282.5508939691,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
3708,2020,42100.257690921,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
3709,2021,42940.4052523244,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
3710,2016,9445.9168629956,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
3711,2017,10003.5749827297,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
3712,2018,10252.6188242774,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
3713,2019,10496.4383481098,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
3714,2020,10354.1640265093,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
3715,2021,10952.010609113,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
3716,2016,23818.8248260141,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
3717,2017,24862.9661245889,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
3718,2018,26154.6019350822,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
3719,2019,27463.9715463979,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
3720,2020,26750.4462260761,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
3721,2021,28599.9858781267,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
3722,2016,3930.893857889,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
3723,2017,4203.5850107855,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
3724,2018,4443.4523220728,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
3725,2019,4647.4097606187,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
3726,2020,4587.1863196792,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
3727,2021,5023.5112718075,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
3728,2016,2064.8742913061,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
3729,2017,2069.054184967,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
3730,2018,2197.6994840881,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
3731,2019,2191.5290887804,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
3732,2020,2171.8679430645,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
3733,2016,39575.4542830031,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
3734,2017,40957.4180587145,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
3735,2018,43044.2917633371,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
3736,2019,42998.3882447659,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
3737,2020,45225.8445435145,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
3738,2021,46918.4748224493,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
3739,2016,10007.6892341976,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
3740,2017,10436.1688459323,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
3741,2018,11012.1096634242,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
3742,2019,11796.1533099963,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
3743,2020,11292.8626513626,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
3744,2021,12720.9835745591,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
3745,2016,44685.4974338707,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
3746,2017,50855.5529145289,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
3747,2018,52290.9058973213,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
3748,2019,52054.7125833973,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
3749,2020,47303.1298528111,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
3750,2016,4681.1747328425,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
3751,2017,5046.6915354909,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
3752,2018,5255.7834728209,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
3753,2019,5480.2939072559,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
3754,2020,4985.0295552853,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
3755,2021,5287.7906697661,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
3756,2016,6843.559583008,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
3757,2017,7257.8121069874,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
3758,2018,7774.2229979859,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
3759,2019,8219.5057633776,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
3760,2020,8238.4945676447,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
3761,2021,8674.0336948314,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
3762,2016,26721.7261996962,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
3763,2017,28673.5633962664,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
3764,2018,30877.0419264807,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
3765,2019,31883.2591148032,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
3766,2020,31424.9022103534,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
3767,2021,34468.6021095498,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
3768,2016,15462.3427518821,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
3769,2017,15953.6704227647,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
3770,2018,15933.400974913,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
3771,2019,15105.0592123976,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
3772,2020,11376.7939846074,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
3773,2021,10691.21531579,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
3774,2016,2990.2837029212,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3775,2017,2668.2914252625,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3776,2018,2677.1233338917,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3777,2019,2768.2161359615,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3778,2020,2569.3377411847,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3779,2021,2682.2355280965,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3780,2016,1429.7920822938,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3781,2017,1564.1976816401,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3782,2018,1580.8546683754,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3783,2019,1531.7947445423,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3784,2020,1468.2452389174,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3785,2021,1552.8072116663,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3786,2016,21164.4097012392,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3787,2017,23467.9784368285,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3788,2018,25556.8544005915,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3789,2019,22764.4780468399,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3790,2020,17286.3681373478,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3791,2021,23356.604957775,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3792,2016,30925.1708493589,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3793,2017,33761.871239796,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3794,2018,36376.1898152469,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3795,2019,38540.7814542339,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3796,2020,38880.5452693822,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3797,2021,42665.3229305411,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3798,2016,113365.176082265,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3799,2017,114985.842235989,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3800,2018,116965.586110774,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3801,2019,117341.915064354,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3802,2020,117846.13649183,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3803,2021,134753.797686064,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3804,2016,114893.015331393,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3805,2017,126144.104058125,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3806,2018,135535.962466746,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3807,2019,132644.034250252,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3808,2020,60890.5490558431,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3809,2021,73802.2338801031,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3810,2016,1606.6674053859,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3811,2017,1584.4245185922,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3812,2018,1630.088139403,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3813,2019,1686.8420638058,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3814,2020,1543.9529380183,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3815,2021,1635.4180120781,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3816,2016,1454.3589410421,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3817,2017,1472.146868477,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3818,2018,1532.4893124326,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3819,2019,1602.0155902244,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3820,2020,1591.4755910705,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3821,2021,1658.3344179254,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3822,2016,25546.1295181653,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3823,2017,26661.5074160333,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3824,2018,28236.2071895568,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3825,2019,29620.9786550876,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3826,2020,27921.4109533867,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3827,2021,29617.2967566026,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3828,2016,17411.3472516639,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
3829,2017,18057.9109233313,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
3830,2018,19242.8317253968,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
3831,2019,20333.9241518872,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
3832,2020,13442.3861472741,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
3833,2021,18232.2447260345,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
3834,2016,2189.0066217116,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3835,2017,2246.7974208448,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3836,2018,2338.260312264,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3837,2019,2419.6886887307,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3838,2020,2347.7966744097,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3839,2021,2447.324282737,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3840,2016,39705.8987211412,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
3841,2017,43559.3161796569,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
3842,2018,45568.7232072745,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
3843,2019,47407.8807867595,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
3844,2020,43243.1726484364,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
3845,2021,47714.4521686333,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
3846,2016,3547.8206843918,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3847,2017,3711.4460903728,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3848,2018,3911.7672897496,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3849,2019,4218.9366393711,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3850,2020,4147.0972451873,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3851,2021,4181.4872280011,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
3852,2016,4700.1062623827,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3853,2017,5108.5491322044,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3854,2018,5317.4642936397,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3855,2019,5569.5391631676,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3856,2020,5389.6464884458,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3857,2021,5591.8347398643,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3858,2016,20701.2189720364,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3859,2017,21415.1161096211,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3860,2018,22738.6929559433,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3861,2019,23834.9650016217,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3862,2020,20528.8336499786,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3863,2021,22240.1349561848,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3864,2016,19323.6658689896,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3865,2017,19721.2609759241,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3866,2018,20096.1566534339,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3867,2019,19862.5631976218,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3868,2020,18670.8104030112,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3869,2021,20036.4553884275,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3870,2016,3372.9598287009,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3871,2017,3489.7075942914,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
